日期,美元/人民币_中间价,美元/人民币_涨跌幅,欧元/人民币_中间价,欧元/人民币_涨跌幅,100日元/人民币_中间价,100日元/人民币_涨跌幅,港元/人民币_中间价,港元/人民币_涨跌幅,英镑/人民币_中间价,英镑/人民币_涨跌幅,澳元/人民币_中间价,澳元/人民币_涨跌幅,新西兰元/人民币_中间价,新西兰元/人民币_涨跌幅,新加坡元/人民币_中间价,新加坡元/人民币_涨跌幅,瑞郎/人民币_中间价,瑞郎/人民币_涨跌幅,加元/人民币_中间价,加元/人民币_涨跌幅,人民币/马来西亚林吉特_中间价,人民币/马来西亚林吉特_涨跌幅,人民币/俄罗斯卢布_中间价,人民币/俄罗斯卢布_涨跌幅,人民币/南非兰特_中间价,人民币/南非兰特_涨跌幅,人民币/韩元_中间价,人民币/韩元_涨跌幅,人民币/阿联酋迪拉姆_中间价,人民币/阿联酋迪拉姆_涨跌幅,人民币/沙特里亚尔_中间价,人民币/沙特里亚尔_涨跌幅,人民币/匈牙利福林_中间价,人民币/匈牙利福林_涨跌幅,人民币/波兰兹罗提_中间价,人民币/波兰兹罗提_涨跌幅,人民币/丹麦克朗_中间价,人民币/丹麦克朗_涨跌幅,人民币/瑞典克朗_中间价,人民币/瑞典克朗_涨跌幅,人民币/挪威克朗_中间价,人民币/挪威克朗_涨跌幅,人民币/土耳其里拉_中间价,人民币/土耳其里拉_涨跌幅,人民币/墨西哥比索_中间价,人民币/墨西哥比索_涨跌幅,人民币/泰铢_定价,人民币/泰铢_涨跌幅
2018-05-03,6.3732,62.0,7.6149,-125.0,5.8025,108.0,0.81198,8.4,8.6474,-92.0,4.7722,117.0,4.4583,58.0,4.7675,18.0,6.3764,-69.0,4.9464,-52.0,0.61749,7.3,10.0392,649.0,1.9938,31.0,169.12,31.0,0.57657,-8.5,0.58874,-8.1,41.3057,1708.0,0.5608,5.0,0.9782,15.0,1.3994,88.0,1.2745,30.0,0.65679,113.6,2.999,199.0,4.9829,2.0
2018-05-04,6.3521,-211.0,7.6137,-12.0,5.8189,164.0,0.80924,-27.4,8.6183,-291.0,4.7822,100.0,4.471,127.0,4.7724,49.0,6.3662,-102.0,4.9418,-46.0,0.61928,17.9,9.9191,-1201.0,1.9842,-96.0,169.36,24.0,0.57837,18.0,0.59052,17.8,41.2233,-824.0,0.56035,-4.5,0.9786,4.0,1.3871,-123.0,1.2676,-69.0,0.6652,84.1,3.0009,19.0,4.981,-19.0
2018-05-07,6.3584,63.0,7.6047,-90.0,5.8258,69.0,0.81005,8.1,8.6075,-108.0,4.7864,42.0,4.4633,-77.0,4.7669,-55.0,6.3572,-90.0,4.9472,54.0,0.61944,1.6,9.8334,-857.0,1.9676,-166.0,169.23,-13.0,0.57772,-6.5,0.58989,-6.3,41.2539,306.0,0.5584,-19.5,0.9798,12.0,1.3861,-10.0,1.267,-6.0,0.66749,22.9,3.0302,293.0,4.9922,112.0
2018-05-08,6.3674,90.0,7.5932,-115.0,5.8386,128.0,0.81116,11.1,8.635,275.0,4.7844,-20.0,4.4685,52.0,4.7658,-11.0,6.35,-72.0,4.94,-72.0,0.61945,0.1,9.8806,472.0,1.9695,19.0,169.41,18.0,0.57693,-7.9,0.58909,-8.0,41.4239,1700.0,0.56106,26.6,0.9809,11.0,1.3875,14.0,1.2667,-3.0,0.67022,27.3,3.054,238.0,5.0009,87.0
2018-05-09,6.3733,59.0,7.5601,-331.0,5.8423,37.0,0.81192,7.6,8.6349,-1.0,4.7452,-392.0,4.4383,-302.0,4.7527,-131.0,6.362,120.0,4.9209,-191.0,0.61953,0.8,9.9275,469.0,1.975,55.0,169.38,-3.0,0.57649,-4.4,0.58861,-4.8,41.6564,2325.0,0.56624,51.8,0.9853,44.0,1.3828,-47.0,1.2762,95.0,0.6819,116.8,3.0716,176.0,5.0171,162.0
2018-05-10,6.3768,35.0,7.5557,-44.0,5.8071,-352.0,0.81238,4.6,8.6386,37.0,4.7555,103.0,4.4219,-164.0,4.7321,-206.0,6.3429,-191.0,4.962,411.0,0.61945,-0.8,9.9074,-201.0,1.9695,-55.0,169.5,12.0,0.57613,-3.6,0.58824,-3.7,41.7399,835.0,0.56422,-20.2,0.986,7.0,1.3656,-172.0,1.267,-92.0,0.6723,-96.0,3.0706,-10.0,5.0447,276.0
2018-05-11,6.3524,-244.0,7.5685,128.0,5.802,-51.0,0.80925,-31.3,8.5847,-539.0,4.7801,246.0,4.4233,14.0,4.7461,140.0,6.3311,-118.0,4.9737,117.0,0.62202,25.7,9.7183,-1891.0,1.938,-315.0,168.5,-100.0,0.57847,23.4,0.59063,23.9,41.5261,-2138.0,0.56193,-22.9,0.9847,-13.0,1.3617,-39.0,1.2598,-72.0,0.66733,-49.7,3.0313,-393.0,5.0353,-94.0
2018-05-14,6.3345,-179.0,7.5703,18.0,5.7934,-86.0,0.80695,-23.0,8.5814,-33.0,4.7815,14.0,4.4111,-122.0,4.7433,-28.0,6.3328,17.0,4.9549,-188.0,0.62522,32.0,9.7743,560.0,1.9376,-4.0,168.55,5.0,0.57997,15.0,0.5922,15.7,41.6811,1550.0,0.56349,15.6,0.9844,-3.0,1.3562,-55.0,1.2621,23.0,0.68149,141.6,3.0569,256.0,5.0354,1.0
2018-05-15,6.3486,141.0,7.5711,8.0,5.7858,-76.0,0.80877,18.2,8.6063,249.0,4.7767,-48.0,4.3882,-229.0,4.7495,62.0,6.3443,115.0,4.9581,32.0,0.62272,-25.0,9.7525,-218.0,1.9424,48.0,168.6,5.0,0.57882,-11.5,0.59102,-11.8,41.656,-251.0,0.56426,7.7,0.9837,-7.0,1.361,48.0,1.2657,36.0,0.68618,46.9,3.0868,299.0,5.0262,-92.0
2018-05-16,6.3745,259.0,7.5352,-359.0,5.7784,-74.0,0.81206,32.9,8.6029,-34.0,4.7602,-165.0,4.3729,-153.0,4.7381,-114.0,6.3657,214.0,4.9495,-86.0,0.62128,-14.4,9.7751,226.0,1.9747,323.0,169.38,78.0,0.5767,-21.2,0.58886,-21.6,42.007,3510.0,0.57025,59.9,0.9882,45.0,1.3642,32.0,1.2748,91.0,0.69922,130.4,3.0893,25.0,5.0405,143.0
2018-05-17,6.3679,-66.0,7.522,-132.0,5.7693,-91.0,0.81124,-8.2,8.6222,193.0,4.787,268.0,4.3936,207.0,4.7516,135.0,6.3627,-30.0,4.9807,312.0,0.62317,18.9,9.6905,-846.0,1.9538,-209.0,169.39,1.0,0.57691,2.1,0.58908,2.2,42.0135,65.0,0.56823,-20.2,0.9902,20.0,1.3658,16.0,1.2676,-72.0,0.69568,-35.4,3.075,-143.0,5.0275,-130.0
2018-05-18,6.3763,84.0,7.5188,-32.0,5.7517,-176.0,0.81228,10.4,8.6142,-80.0,4.7854,-16.0,4.389,-46.0,4.7482,-34.0,6.3652,25.0,4.9668,-139.0,0.62277,-4.0,9.7583,678.0,1.9772,234.0,169.63,24.0,0.57626,-6.5,0.58842,-6.6,42.1919,1784.0,0.5716,33.7,0.9905,3.0,1.3709,51.0,1.2751,75.0,0.70005,43.7,3.1001,251.0,5.0346,71.0
2018-05-21,6.3852,89.0,7.507,-118.0,5.7551,34.0,0.81342,11.4,8.5993,-149.0,4.7996,142.0,4.4087,197.0,4.7504,22.0,6.3943,291.0,4.9553,-115.0,0.62211,-6.6,9.764,57.0,2.0008,236.0,169.41,-22.0,0.57546,-8.0,0.58758,-8.4,42.3992,2073.0,0.57299,13.9,0.992,15.0,1.3727,18.0,1.2721,-30.0,0.70474,46.9,3.1192,191.0,5.0426,80.0
2018-05-22,6.3799,-53.0,7.5202,132.0,5.7459,-92.0,0.81288,-5.4,8.5664,-329.0,4.8346,350.0,4.4321,234.0,4.7617,113.0,6.3989,46.0,4.9914,361.0,0.6233,11.9,9.6571,-1069.0,1.9868,-140.0,169.62,21.0,0.57599,5.3,0.58815,5.7,42.2644,-1348.0,0.57064,-23.5,0.9904,-16.0,1.3602,-125.0,1.2621,-100.0,0.71802,132.8,3.111,-82.0,5.0411,-15.0
2018-05-23,6.3773,-26.0,7.513,-72.0,5.7531,72.0,0.81242,-4.6,8.5662,-2.0,4.8308,-38.0,4.4241,-80.0,4.7613,-4.0,6.4254,265.0,4.9743,-171.0,0.62237,-9.3,9.6101,-470.0,1.9721,-147.0,169.02,-60.0,0.57608,0.9,0.58821,0.6,42.3114,470.0,0.57043,-2.1,0.9915,11.0,1.3623,21.0,1.2635,14.0,0.74502,270.0,3.1009,-101.0,5.0243,-168.0
2018-05-24,6.3816,43.0,7.4717,-413.0,5.805,519.0,0.81316,7.4,8.5317,-345.0,4.8285,-23.0,4.4191,-50.0,0.0,0.0,6.4177,-77.0,4.9722,-21.0,0.62408,17.1,9.6063,-38.0,1.9522,-199.0,169.17,15.0,0.5757,-3.8,0.58785,-3.6,42.6084,2970.0,0.57608,56.5,0.9972,57.0,1.3712,89.0,1.2669,34.0,0.71663,-283.9,3.0791,-218.0,5.0277,34.0
2018-05-25,6.3867,51.0,7.483,113.0,5.841,360.0,0.81386,7.0,8.5439,122.0,4.8359,74.0,4.4253,62.0,4.7643,0.0,6.4406,229.0,4.9565,-157.0,0.6231,-9.8,9.6441,378.0,1.946,-62.0,169.16,-1.0,0.57529,-4.1,0.58741,-4.4,42.6555,471.0,0.5759,-1.8,0.9955,-17.0,1.3722,10.0,1.2687,18.0,0.74519,285.6,3.0661,-130.0,5.0176,-101.0
2018-05-28,6.3962,95.0,7.4753,-77.0,5.8334,-76.0,0.8153,14.4,8.5114,-325.0,4.8349,-10.0,4.4276,23.0,4.7682,39.0,6.444,34.0,4.929,-275.0,0.62253,-5.7,9.7291,850.0,1.9533,73.0,168.15,-101.0,0.57431,-9.8,0.58643,-9.8,42.6678,123.0,0.57652,6.2,0.9964,9.0,1.3664,-58.0,1.2743,56.0,0.73614,-90.5,3.0547,-114.0,4.9886,-290.0
2018-05-29,6.4021,59.0,7.4425,-328.0,5.8509,175.0,0.81605,7.5,8.521,96.0,4.8312,-37.0,4.4427,151.0,4.7666,-16.0,6.4437,-3.0,4.9275,-15.0,0.62213,-4.0,9.7367,76.0,1.9453,-80.0,167.8,-35.0,0.57384,-4.7,0.58591,-5.2,42.8121,1443.0,0.57787,13.5,1.0007,43.0,1.3787,123.0,1.2796,53.0,0.71592,-202.2,3.0602,55.0,4.9976,90.0
2018-05-30,6.4207,186.0,7.4074,-351.0,5.9234,725.0,0.81839,23.4,8.5101,-109.0,4.8103,-209.0,4.4269,-158.0,4.7695,29.0,6.479,353.0,4.929,15.0,0.62042,-17.1,9.7925,558.0,1.9763,310.0,168.36,56.0,0.57205,-17.9,0.5841,-18.1,43.3096,4975.0,0.58522,73.5,1.0046,39.0,1.397,183.0,1.2914,118.0,0.71026,-56.6,3.0869,267.0,4.9958,-18.0
2018-05-31,6.4144,-63.0,7.4814,740.0,5.8986,-248.0,0.81754,-8.5,8.521,109.0,4.8567,464.0,4.4791,522.0,4.7901,206.0,6.489,100.0,4.9783,493.0,0.6215,10.8,9.6821,-1104.0,1.9533,-230.0,168.07,-29.0,0.57265,6.0,0.58473,6.3,42.7324,-5772.0,0.57607,-91.5,0.9949,-97.0,1.3735,-235.0,1.2764,-150.0,0.69685,-134.1,3.0858,-11.0,4.9948,-10.0
2018-06-01,6.4078,-66.0,7.4961,147.0,5.8906,-80.0,0.81672,-8.2,8.5173,-37.0,4.8482,-85.0,4.491,119.0,4.7887,-14.0,6.5071,181.0,4.9511,-272.0,0.62116,-3.4,9.736,539.0,1.9814,281.0,168.19,12.0,0.57324,5.9,0.58532,5.9,42.6631,-693.0,0.57597,-1.0,0.9931,-18.0,1.3751,16.0,1.2758,-6.0,0.70703,101.8,3.106,202.0,5.0003,55.0
2018-06-04,6.4208,130.0,7.489,-71.0,5.8609,-297.0,0.81838,16.6,8.5734,561.0,4.8596,114.0,4.4822,-88.0,4.796,73.0,6.4944,-127.0,4.9536,25.0,0.61982,-13.4,9.6904,-456.0,1.9736,-78.0,167.0,-119.0,0.57203,-12.1,0.5841,-12.2,42.6938,307.0,0.5744,-15.7,0.9939,8.0,1.3738,-13.0,1.2747,-11.0,0.72389,168.6,3.1058,-2.0,4.9878,-125.0
2018-06-05,6.4157,-51.0,7.5058,168.0,5.8368,-241.0,0.81763,-7.5,8.5425,-309.0,4.9086,490.0,4.5114,292.0,4.8005,45.0,6.4926,-18.0,4.963,94.0,0.61908,-7.4,9.6784,-120.0,1.9585,-151.0,167.01,1.0,0.57254,5.1,0.58457,4.7,42.4759,-2179.0,0.56933,-50.7,0.9916,-23.0,1.365,-88.0,1.2655,-92.0,0.71494,-89.5,3.1272,214.0,4.9887,9.0
2018-06-06,6.404,-117.0,7.5072,14.0,5.8281,-87.0,0.81606,-15.7,8.5848,423.0,4.8838,-248.0,4.5016,-98.0,4.799,-15.0,6.506,134.0,4.9472,-158.0,0.62033,12.5,9.6951,167.0,1.9919,334.0,167.2,19.0,0.57367,11.3,0.58574,11.7,42.4541,-218.0,0.57001,6.8,0.9914,-2.0,1.3661,11.0,1.2655,0.0,0.71749,25.5,3.1867,595.0,4.9869,-18.0
2018-06-07,6.3919,-121.0,7.5316,244.0,5.8029,-252.0,0.81459,-14.7,8.5773,-75.0,4.8991,153.0,4.4976,-40.0,4.7971,-19.0,6.4824,-236.0,4.9373,-99.0,0.6217,13.7,9.675,-201.0,1.9891,-28.0,167.05,-15.0,0.57472,10.5,0.5868,10.6,42.2217,-2324.0,0.56662,-33.9,0.9888,-26.0,1.3653,-8.0,1.2633,-22.0,0.71347,-40.2,3.1792,-75.0,4.9922,53.0
2018-06-08,6.4003,84.0,7.5496,180.0,5.836,331.0,0.81578,11.9,8.589,117.0,4.8769,-222.0,4.4948,-28.0,4.7977,6.0,6.5277,453.0,4.9328,-45.0,0.62169,-0.1,9.7526,776.0,2.0255,364.0,167.3,25.0,0.57394,-7.8,0.58597,-8.3,42.2102,-115.0,0.5666,-0.2,0.9865,-23.0,1.3596,-57.0,1.2591,-42.0,0.70008,-133.9,3.1902,110.0,5.001,88.0
2018-06-11,6.4064,61.0,7.5446,-50.0,5.854,180.0,0.81648,7.0,8.589,0.0,4.8653,-116.0,4.5002,54.0,4.7971,-6.0,6.503,-247.0,4.9368,40.0,0.62225,5.6,9.7436,-90.0,2.0452,197.0,167.74,44.0,0.57343,-5.1,0.58549,-4.8,42.3979,1877.0,0.56705,4.5,0.9873,8.0,1.3594,-2.0,1.2571,-20.0,0.69894,-11.4,3.176,-142.0,5.005,40.0
2018-06-12,6.4121,57.0,7.5423,-23.0,5.8079,-461.0,0.81718,7.0,8.5718,-172.0,4.8743,90.0,4.4967,-35.0,4.7985,14.0,6.4993,-37.0,4.9358,-10.0,0.62191,-3.4,9.7942,506.0,2.0532,80.0,167.94,20.0,0.57284,-5.9,0.58489,-6.0,42.5502,1523.0,0.56546,-15.9,0.9875,2.0,1.3523,-71.0,1.2561,-10.0,0.70542,64.8,3.2101,341.0,5.0009,-41.0
2018-06-13,6.4156,35.0,7.5351,-72.0,5.8084,5.0,0.81757,3.9,8.5777,59.0,4.8582,-161.0,4.4945,-22.0,4.7968,-17.0,6.4992,-1.0,4.9288,-70.0,0.62201,1.0,9.8399,457.0,2.0752,220.0,168.25,31.0,0.5726,-2.4,0.58464,-2.5,42.4162,-1340.0,0.56829,28.3,0.9886,11.0,1.347,-53.0,1.2545,-16.0,0.71549,100.7,3.2281,180.0,5.0035,26.0
2018-06-14,6.3962,-194.0,7.5459,108.0,5.8007,-77.0,0.81508,-24.9,8.5555,-222.0,4.8392,-190.0,4.49,-45.0,4.7895,-73.0,6.4928,-64.0,4.9276,-12.0,0.6247,26.9,9.7769,-630.0,2.0825,73.0,169.41,116.0,0.5745,19.0,0.58656,19.2,42.5128,966.0,0.56697,-13.2,0.9877,-9.0,1.3464,-6.0,1.2532,-13.0,0.729,135.1,3.2323,42.0,5.0244,209.0
2018-06-15,6.4306,344.0,7.4379,-1080.0,5.8122,115.0,0.81928,42.0,8.5228,-327.0,4.7998,-394.0,4.4768,-132.0,4.7778,-117.0,6.4495,-433.0,4.9045,-231.0,0.61995,-47.5,9.7533,-236.0,2.0915,90.0,169.25,-16.0,0.57115,-33.5,0.58317,-33.9,43.3736,8608.0,0.57604,90.7,1.0015,138.0,1.3602,138.0,1.265,118.0,0.73762,86.2,3.2386,63.0,5.0161,-83.0
2018-06-19,6.4235,-71.0,7.4668,289.0,5.8203,81.0,0.81835,-9.3,8.5084,-144.0,4.7604,-394.0,4.4497,-271.0,4.7527,-251.0,6.4554,59.0,4.8639,-406.0,0.62238,24.3,9.8484,951.0,2.124,325.0,171.91,266.0,0.57197,8.2,0.58401,8.4,43.3688,-48.0,0.57637,3.3,0.9979,-36.0,1.3729,127.0,1.2652,2.0,0.73261,-50.1,3.1986,-400.0,5.0821,660.0
2018-06-20,6.4586,351.0,7.4985,317.0,5.8774,571.0,0.82282,44.7,8.5239,155.0,4.7803,199.0,4.4663,166.0,4.7718,191.0,6.509,536.0,4.8734,95.0,0.61832,-40.6,9.8473,-11.0,2.1242,2.0,171.47,-44.0,0.5677,-42.7,0.57967,-43.4,42.9896,-3792.0,0.5749,-14.7,0.9937,-42.0,1.3743,14.0,1.2648,-4.0,0.73273,1.2,3.1729,-257.0,5.0557,-264.0
2018-06-21,6.4706,120.0,7.4897,-88.0,5.8613,-161.0,0.82488,20.6,8.5242,3.0,4.7687,-116.0,4.4403,-260.0,4.7631,-87.0,6.4953,-137.0,4.8622,-112.0,0.6189,5.8,9.8287,-186.0,2.1106,-136.0,171.1,-37.0,0.56766,-0.4,0.57961,-0.6,43.2137,2241.0,0.57628,13.8,0.995,13.0,1.3728,-15.0,1.2641,-7.0,0.73323,5.0,3.1488,-241.0,5.0701,144.0
2018-06-22,6.4804,98.0,7.5206,309.0,5.8944,331.0,0.82614,12.6,8.5861,619.0,4.7799,112.0,4.4513,110.0,4.7728,97.0,6.5378,425.0,4.8665,43.0,0.61915,2.5,9.8157,-130.0,2.0951,-155.0,171.19,9.0,0.56678,-8.8,0.57871,-9.0,43.3805,1668.0,0.57551,-7.7,0.9909,-41.0,1.3716,-12.0,1.2537,-104.0,0.73021,-30.2,3.1379,-109.0,5.0715,14.0
2018-06-25,6.4893,89.0,7.5666,460.0,5.9078,134.0,0.82706,9.2,8.6086,225.0,4.825,451.0,4.486,347.0,4.7773,45.0,6.5703,325.0,4.8868,203.0,0.61689,-22.6,9.7075,-1082.0,2.0676,-275.0,170.92,-27.0,0.56603,-7.5,0.57797,-7.4,42.8858,-4947.0,0.57115,-43.6,0.985,-59.0,1.3651,-65.0,1.2475,-62.0,0.71011,-201.0,3.0878,-501.0,5.0699,-16.0
2018-06-26,6.518,287.0,7.6323,657.0,5.9482,404.0,0.83057,35.1,8.6605,519.0,4.8351,101.0,4.4939,79.0,4.7893,120.0,6.6087,384.0,4.9065,197.0,0.61606,-8.3,9.6115,-960.0,2.0775,99.0,170.89,-3.0,0.56324,-27.9,0.57508,-28.9,42.6652,-2206.0,0.56933,-18.2,0.9763,-87.0,1.3564,-87.0,1.2422,-53.0,0.71839,82.8,3.0537,-341.0,5.0469,-230.0
2018-06-27,6.5569,389.0,7.6441,118.0,5.9592,110.0,0.83539,48.2,8.676,155.0,4.8503,152.0,4.4959,20.0,4.8155,262.0,6.6223,136.0,4.9333,268.0,0.61291,-31.5,9.5982,-133.0,2.0622,-153.0,170.02,-87.0,0.55973,-35.1,0.57151,-35.7,42.6515,-137.0,0.56729,-20.4,0.9747,-16.0,1.3528,-36.0,1.2387,-35.0,0.70326,-151.3,3.0367,-170.0,5.0276,-193.0
2018-06-28,6.596,391.0,7.6389,-52.0,5.9966,374.0,0.84044,50.5,8.6697,-63.0,4.853,27.0,4.4876,-83.0,4.8344,189.0,6.6302,79.0,4.957,237.0,0.60969,-32.2,9.5527,-455.0,2.0966,344.0,169.5,-52.0,0.5556,-41.3,0.56731,-42.0,42.8542,2027.0,0.56919,19.0,0.975,3.0,1.3576,48.0,1.2387,0.0,0.6993,-39.6,3.0487,120.0,4.996,-316.0
2018-06-29,6.6166,206.0,7.6515,126.0,5.9914,-52.0,0.8431,26.6,8.6551,-146.0,4.8633,103.0,4.4704,-172.0,4.8386,42.0,6.635,48.0,4.9947,377.0,0.61075,10.6,9.4894,-633.0,2.0822,-144.0,169.4,-10.0,0.55494,-6.6,0.56661,-7.0,42.8943,401.0,0.56981,6.2,0.9737,-13.0,1.3647,71.0,1.2373,-14.0,0.69387,-54.3,2.9826,-661.0,5.0054,94.0
2018-07-01,6.6166,0.0,7.6515,0.0,5.9914,0.0,0.8431,0.0,8.6551,0.0,4.8633,0.0,4.4704,0.0,4.8386,0.0,6.635,0.0,4.9947,0.0,0.61075,0.0,9.4894,0.0,2.0822,0.0,169.4,0.0,0.55494,0.0,0.56661,0.0,42.8943,0.0,0.56981,0.0,0.9737,0.0,1.3647,0.0,1.2373,0.0,0.69387,0.0,2.9826,0.0,5.0054,0.0
2018-07-02,6.6157,-9.0,7.7243,728.0,5.9777,-137.0,0.84309,-0.1,8.7369,818.0,4.8954,321.0,4.4823,119.0,4.8558,172.0,6.6818,468.0,5.0341,394.0,0.60993,-8.2,9.5103,209.0,2.0732,-90.0,168.4,-100.0,0.55493,-0.1,0.56666,0.5,42.5902,-3041.0,0.5649,-49.1,0.9645,-92.0,1.3537,-110.0,1.2325,-48.0,0.6943,4.3,2.9901,75.0,4.9927,-127.0
2018-07-03,6.6497,340.0,7.7412,169.0,6.0007,230.0,0.84753,44.4,8.7419,50.0,4.8811,-143.0,4.4622,-201.0,4.8584,26.0,6.6973,155.0,5.044,99.0,0.60719,-27.4,9.5332,229.0,2.0801,69.0,168.03,-37.0,0.55211,-28.2,0.56376,-29.0,42.5976,74.0,0.56793,30.3,0.9623,-22.0,1.3474,-63.0,1.2282,-43.0,0.69372,-5.8,3.0039,138.0,4.981,-117.0
2018-07-04,6.6595,98.0,7.7665,253.0,6.0294,287.0,0.849,14.7,8.7897,478.0,4.9186,375.0,4.5,378.0,4.8798,214.0,6.715,177.0,5.0691,251.0,0.60754,3.5,9.4891,-441.0,2.0545,-256.0,167.6,-43.0,0.55127,-8.4,0.56287,-8.9,42.1363,-4613.0,0.56599,-19.4,0.9593,-30.0,1.3258,-216.0,1.2214,-68.0,0.70168,79.6,2.9256,-783.0,4.9784,-26.0
2018-07-05,6.618,-415.0,7.7172,-493.0,5.991,-384.0,0.84371,-52.9,8.7555,-342.0,4.8843,-343.0,4.4741,-259.0,4.8489,-309.0,6.6691,-459.0,5.0367,-324.0,0.61124,37.0,9.5654,763.0,2.0675,130.0,168.44,84.0,0.55499,37.2,0.56669,38.2,42.1486,123.0,0.56796,19.7,0.9656,63.0,1.3268,10.0,1.2256,42.0,0.70584,41.6,2.9365,109.0,5.0074,290.0
2018-07-06,6.6336,156.0,7.7558,386.0,5.9973,63.0,0.84525,15.4,8.7719,164.0,4.9016,173.0,4.5087,346.0,4.8617,128.0,6.6794,103.0,5.0511,144.0,0.60945,-17.9,9.5223,-431.0,2.0419,-256.0,168.62,18.0,0.55371,-12.8,0.56536,-13.3,41.72,-4286.0,0.56103,-69.3,0.9608,-48.0,1.3218,-50.0,1.215,-106.0,0.69372,-121.2,2.8998,-367.0,5.0039,-35.0
2018-07-09,6.6393,57.0,7.7986,428.0,6.0111,138.0,0.84591,6.6,8.8248,529.0,4.9342,326.0,4.5356,269.0,4.8922,305.0,6.7098,304.0,5.0697,186.0,0.60828,-11.7,9.4943,-280.0,2.0283,-136.0,167.87,-75.0,0.55316,-5.5,0.56483,-5.3,41.4481,-2719.0,0.55811,-29.2,0.9555,-53.0,1.3141,-77.0,1.2091,-59.0,0.68967,-40.5,2.8724,-274.0,4.9919,-120.0
2018-07-10,6.6259,-134.0,7.7905,-81.0,5.9726,-385.0,0.8442,-17.1,8.7805,-443.0,4.9509,167.0,4.5374,18.0,4.8867,-55.0,6.6839,-259.0,5.0532,-165.0,0.60741,-8.7,9.4395,-548.0,2.0241,-42.0,167.94,7.0,0.55432,11.6,0.56598,11.5,41.5595,1114.0,0.55334,-47.7,0.9568,13.0,1.3158,17.0,1.2102,11.0,0.71166,219.9,2.8952,228.0,4.9957,38.0
2018-07-11,6.6234,-25.0,7.7687,-218.0,5.9733,7.0,0.8439,-3.0,8.7821,16.0,4.9145,-364.0,4.5146,-228.0,4.8738,-129.0,6.6727,-112.0,5.0394,-138.0,0.60757,1.6,9.3242,-1153.0,2.0162,-79.0,168.36,42.0,0.55457,2.5,0.56624,2.6,41.6837,1242.0,0.55587,25.3,0.9596,28.0,1.3214,56.0,1.2127,25.0,0.71138,-2.8,2.8679,-273.0,5.0136,179.0
2018-07-12,6.6726,492.0,7.7973,286.0,5.9691,-42.0,0.85018,62.8,8.8253,432.0,4.9227,82.0,4.5145,-1.0,4.8993,255.0,6.7133,406.0,5.0596,202.0,0.604,-35.7,9.3315,73.0,2.0288,126.0,168.36,0.0,0.54948,-50.9,0.56107,-51.7,41.6786,-51.0,0.55594,0.7,0.9551,-45.0,1.319,-24.0,1.2129,2.0,0.73169,203.1,2.8528,-151.0,4.9843,-293.0
2018-07-13,6.6727,1.0,7.7833,-140.0,5.9234,-457.0,0.85021,0.3,8.7918,-335.0,4.9436,209.0,4.5185,40.0,4.8918,-75.0,6.6534,-599.0,5.0684,88.0,0.60524,12.4,9.3349,34.0,1.9957,-331.0,168.4,4.0,0.55047,9.9,0.56206,9.9,41.7177,391.0,0.55514,-8.0,0.958,29.0,1.3299,109.0,1.2158,29.0,0.7299,-17.9,2.8431,-97.0,4.9824,-19.0
2018-07-16,6.6758,31.0,7.8016,183.0,5.9405,171.0,0.85058,3.7,8.8372,454.0,4.9566,130.0,4.5177,-8.0,4.8934,16.0,6.6652,118.0,5.0774,90.0,0.60586,6.2,9.3527,178.0,1.9857,-100.0,168.81,41.0,0.54982,-6.5,0.56142,-6.4,41.4075,-3102.0,0.55272,-24.2,0.9552,-28.0,1.3302,3.0,1.2153,-5.0,0.72619,-37.1,2.8292,-139.0,4.9848,24.0
2018-07-17,6.6821,63.0,7.8239,223.0,5.9471,66.0,0.8514,8.2,8.8436,64.0,4.9535,-31.0,4.5303,126.0,4.9066,132.0,6.7038,386.0,5.0865,91.0,0.60505,-8.1,9.3219,-308.0,1.9788,-69.0,168.79,-2.0,0.54964,-1.8,0.56126,-1.6,41.2768,-1307.0,0.54987,-28.5,0.9526,-26.0,1.3198,-104.0,1.2128,-25.0,0.72592,-2.7,2.8184,-108.0,4.9777,-71.0
2018-07-18,6.6914,93.0,7.8004,-235.0,5.9262,-209.0,0.85254,11.4,8.7727,-709.0,4.9419,-116.0,4.536,57.0,4.9038,-28.0,6.6922,-116.0,5.0703,-162.0,0.60439,-6.6,9.3537,318.0,1.9832,44.0,168.24,-55.0,0.54864,-10.0,0.56019,-10.7,41.4478,1710.0,0.55052,6.5,0.9553,27.0,1.3208,10.0,1.2179,51.0,0.71717,-87.5,2.8211,27.0,4.9719,-58.0
2018-07-19,6.7066,152.0,7.809,86.0,5.9466,204.0,0.85446,19.2,8.7695,-32.0,4.9625,206.0,4.5565,205.0,4.9132,94.0,6.7158,236.0,5.094,237.0,0.60498,5.9,9.3899,362.0,1.9798,-34.0,168.53,29.0,0.54765,-9.9,0.55919,-10.0,41.5014,536.0,0.55174,12.2,0.9542,-11.0,1.3213,5.0,1.2182,3.0,0.71525,-19.2,2.818,-31.0,4.9661,-58.0
